Project Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income- Restricted,Income- Restricted Rental,Income- Restricted Ownership,Tenure,Public/ Private,Includes Elderly Units?,Section_8
Rockingham Glen,West Roxbury,02132,143,143,0,114,114,0,29,29,0,Rental,Private,,
Rockland 202: Warren Gardens,Roxbury,02119,40,40,0,0,0,0,40,40,0,Rental,Private,,
Rockland Street Elderly Housing,Roxbury,02119,40,40,0,0,0,0,40,40,0,Rental - Senior,Private,Y,
Rockland Towers (2-50),West Roxbury,02132,69,69,0,0,0,0,69,69,0,Rental - Senior,Public,Y,
Rockvale Circle,Jamaica Plain,02130,30,30,0,15,15,0,15,15,0,Cooperative,Private,,
Rodrigues (VUP),Jamaica Plain,02130,2,2,0,1,1,0,1,1,0,Rental,Private,,
Rollins Square - Parcel 32C,South End,02118,184,37,147,74,0,74,110,37,73,Ownership/Rental - Elderly,Private,Y,
Roslindale Commons Condominiums,Roslindale,02131,12,0,12,11,0,11,1,0,1,Ownership,Private,,
Roslindale School,Roslindale,02131,84,84,0,0,0,0,84,84,0,Rental - Senior,Private,Y,Y
Roslindale Senior NP Hsg,Roslindale,02131,80,80,0,1,1,0,79,79,0,Rental - Senior,Private,Y,
Roxbury Corners Coop,South End,02118,54,54,0,0,0,0,54,54,0,Rental,Private,,
Roxbury Crossing Senior Building,Jamaica Plain,02120,40,40,0,1,1,0,39,39,0,Rental - Senior,Private,Y,
Roxbury Tenants of Harvard,Jamaica Plain,02115,20,20,0,7,7,0,13,13,0,Rental,Private,,
Roxse Homes,South End,02118,346,346,0,0,0,0,346,346,0,Rental,Private,,Y
RTH Restoration Housing,Jamaica Plain,02115,81,81,0,0,0,0,81,81,0,Rental - Senior,Private,Y,Y
Ruggles Shawmut Housing,Roxbury,02119,43,43,0,0,0,0,43,43,0,Rental,Private,,Y
Rutherford Landing,Charlestown,02129,18,18,0,16,16,0,2,2,0,Rental,Private,,
Rutland Square,South End,02118,5,5,0,0,0,0,5,5,0,Rental,Private,,
Rutland/East Springfield St (2-74),South End,02118,13,13,0,0,0,0,13,13,0,Rental,Public,,
S Boston Hsg Initiative- Habitat,South Boston,02127,7,0,7,0,0,0,7,0,7,Ownership,Private,,
Safe Haven,Back Bay/Beacon Hill,02116,6,6,0,0,0,0,6,6,0,Rental,Private,,
Sarah Baker Manor,Roxbury,02119,41,41,0,0,0,0,41,41,0,Rental - Senior,Private,Y,Y
Saratoga Heights,East Boston,02128,21,0,21,18,0,18,3,0,3,Ownership,Private,,
Sargent Prince SRO,Roxbury,02119,29,29,0,0,0,0,29,29,0,Rental - SRO,Private,,
Sargent Street Homes - Home Again,Roxbury,02125,16,5,11,0,0,0,16,5,11,Ownership/Rental,Private,,
Savin Hill Apartments,Dorchester,02125,132,132,0,0,0,0,132,132,0,Rental,Private,Y,Y
Savin Maywood Init. (Phase II),Roxbury,02119,8,0,8,0,0,0,8,0,8,Ownership,Private,,
Savin/Creston Project,Roxbury,02119,28,28,0,2,2,0,26,26,0,Rental,Private,,
Savin/Maywood (Phase III) - Home Again,Roxbury,02119,5,0,5,0,0,0,5,0,5,Ownership,Private,,
Scattered Site Coop,Jamaica Plain,02130,18,18,0,3,3,0,15,15,0,Cooperative,Private,,
School House 77,Roxbury,02119,38,38,0,0,0,0,38,38,0,Rental,Private,Y,
Schoolhouse Brookledge,Mattapan,02126,90,90,0,0,0,0,90,90,0,Rental - Senior,Private,Y,Y
Seaport Square Parcels B & C,South Boston,02210,832,832,0,736,736,0,96,96,0,Rental,Private,,
SECD Housing,South End,02118,10,10,0,0,0,0,10,10,0,Rental,Private,,Y
SECHC 1-15 Cumston St,South End,02118,58,0,58,51,0,51,7,0,7,Ownership,Private,,
SETH APARTMENTS I,South End,02118,185,185,0,0,0,0,185,185,0,Rental,Private,,Y
Seton Manor,Allston/Brighton,02135,19,19,0,0,0,0,19,19,0,Rental,Private,,
Shalom Properties,East Boston,02128,30,30,0,0,0,0,30,30,0,Rental,Private,,
Shawmut Ave Lodging House,South End,02118,15,15,0,0,0,0,15,15,0,Rental - SRO,Private,,
Shawmut Estates (p/o Orchard Park offsite Phase 3 HO),Roxbury,02119,15,0,15,0,0,0,15,0,15,Ownership,Private,,
Shore Plaza East,East Boston,02128,380,380,0,0,0,0,380,380,0,Rental,Private,,Y
Signal Building 154 West Second,South Boston,02127,75,0,75,66,0,66,9,0,9,Ownership,Private,,
Singleton (VUP),East Boston,02128,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Siochain Rental Rehab Project I,East Boston,02128,12,12,0,1,1,0,11,11,0,Rental,Private,,
Sister Clara Co-op,Roxbury,02125,25,25,0,0,0,0,25,25,0,Rental,Private,,
Six55 Condominium,South Boston,02127,18,0,18,17,0,17,1,0,1,,Private,,
Smith House,Roxbury,02119,132,132,0,0,0,0,132,132,0,Rental - Senior,Private,Y,
"Smith, Steven (VUP)",Roxbury,02121,1,1,0,0,0,0,1,1,0,Rental,Private,,
Soares (VUP),Dorchester,02125,1,1,0,0,0,0,1,1,0,Rental,Private,,
"Sonoma, Maple, Schuyler",Roxbury,02121,115,115,0,15,15,0,100,100,0,Rental,Private,,Y
Sophia Snow House,West Roxbury,02132,102,102,0,0,0,0,102,102,0,Rental,Private,Y,
South Bay Mixed-Use Town Center (Building D),Dorchester,02125,260,260,0,226,226,0,34,34,0,Rental,Private,,
South Boston Coop Svc Hsg,South Boston,02127,65,65,0,0,0,0,65,65,0,Rental - Senior,Private,Y,
South Boston Elderly Housing,South Boston,02127,50,50,0,0,0,0,50,50,0,Rental - Senior,Private,Y,
South Boston Housing Initiative - Cityside,South Boston,02127,5,0,5,0,0,0,5,0,5,Ownership,Private,,
South Boston Portfolio,South Boston,02127,27,27,0,0,0,0,27,27,0,Rental,Private,,
South Cove Apts,Central,02109,231,231,0,2,2,0,229,229,0,Rental - Senior,Private,Y,Y
South End Apartments,South End,02120,27,27,0,0,0,0,27,27,0,Rental,Private,,Y
SOUTH END APARTMENTS RENOVATION PROJECT,South End,02118,5,5,0,0,0,0,5,5,0,Rental,Private,,
South End CHC,South End,02118,60,2,58,54,0,54,6,2,4,Ownership/Rental,Private,,
South End Coop. Housing,South End,02118,75,75,0,2,2,0,73,73,0,Rental,Private,,
South End Tenants I,South End,02118,100,100,0,0,0,0,100,100,0,Rental,Private,,Y
South End Tenants II,South End,02118,185,185,0,0,0,0,185,185,0,Rental,Private,,Y
South Street (200-12),Jamaica Plain,02130,132,132,0,0,0,0,132,132,0,Rental,Public,,
Southwest Crossing Condominium,Jamaica Plain,02131,1,1,0,0,0,0,1,1,0,Ownership/Rental,Private,,
Spencer House,Roxbury,02119,46,46,0,0,0,0,46,46,0,Rental,Private,Y,
Spring St/Temple St (2-70),West Roxbury,02132,104,104,0,0,0,0,104,104,0,Rental - Senior,Public,Y,
St Botolph Apts (2-53),Back Bay/Beacon Hill,02116,132,132,0,0,0,0,132,132,0,Rental - Senior,Public,Y,
St Botolph St. Assisted Living Community,Fenway/Kenmore,02118,82,82,0,28,28,0,54,54,0,Rental - Senior,Private,Y,
St Botolph Street Apts,Back Bay/Beacon Hill,02115,135,135,0,43,43,0,92,92,0,Rental,Private,,Y
St Botolph Terrace,Fenway/Kenmore,02115,52,52,0,0,0,0,52,52,0,Rental,Private,,Y
St Cecilia's House,Fenway/Kenmore,02115,123,123,0,0,0,0,123,123,0,Rental - Senior,Private,Y,
St Gabriel's Building 1 Rental,Allston/Brighton,02135,130,130,0,109,109,0,21,21,0,Rental,Private,,
St Helena House,South End,02118,74,74,0,1,1,0,73,73,0,Rental - Senior,Private,Y,Y
St James Estate Condominium,Roxbury,02119,22,0,22,14,0,14,8,0,8,Ownership,Private,,
St John of God - Market & Clergy,Allston/Brighton,02135,92,8,84,84,0,84,8,8,0,Ownership/Rental,Private,,
St Josephs Housing,Roxbury,02119,137,137,0,32,32,0,105,105,,Rental,Private,,Y
St Kevin's,Dorchester,02125,80,80,0,0,0,0,80,80,0,Rental,Private,,
St Peter and Paul Church and Rectory,South Boston,02127,44,0,44,37,0,37,7,0,7,Ownership,Private,,
Stafford Heights/New Boston Coop,Roxbury,02119,41,41,0,0,0,0,41,41,0,Cooperative,Private,,
Stanwood Homes - Home Again,Roxbury,02121,19,7,12,0,0,0,19,7,12,Ownership/Rental,Private,,
Stille (VUP),South Boston,02127,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Stonewall at Audubon Circle Phase I,Fenway/Kenmore,02215,53,0,53,48,0,48,5,0,5,Ownership,Private,,
Stony Brook Gardens/ Chestnut-Lamartine,Jamaica Plain,02130,50,50,0,0,0,0,50,50,0,Cooperative,Private,,
Stony Brook Village (formerly Canterbury Hts),Hyde Park,02136,98,98,0,0,0,0,98,98,0,Rental,Private,,
Strada 234 ,Central,02114,108,108,0,88,88,0,20,20,0,Rental,Private,,
Strathcona Arms (p/o Ten Most Wanted),Roxbury,02121,14,14,0,0,0,0,14,14,0,Rental,Private,,
Sullivan (VUP),Roxbury,02121,1,1,0,0,0,0,1,1,0,Rental,Private,,
Sumner Court,Dorchester,02125,10,0,10,0,0,0,10,0,10,Ownership,Private,,
Sumner Hill House,Jamaica Plain,02130,75,0,75,45,0,45,30,0,30,Rental,Private,,
Symphony Court at Burbank Street,Fenway/Kenmore,02115,34,0,34,32,0,32,2,0,2,Ownership,Private,,
Symphony Plaza East,Back Bay/Beacon Hill,02115,188,188,0,0,0,0,188,188,0,Rental - Senior,Private,Y,Y
Symphony Plaza West,Fenway/Kenmore,02115,216,216,0,0,0,0,216,216,0,Rental - Senior,Private,Y,Y
TAB I (713 Dudley St),Dorchester,02125,71,71,0,0,0,0,71,71,0,Rental - Senior,Private,Y,Y
TAB II,Roxbury,02119,68,68,0,1,1,0,67,67,0,Rental,Private,,Y
TAB II ??? (see note),Dorchester,02125,98,98,0,0,0,0,98,98,0,Rental,Private,,
Tai Tung Village,Central,02111,215,215,0,1,1,0,214,214,0,Rental,Private,,Y
Taino Tower,South End,02118,27,0,27,12,0,12,15,0,15,Ownership,Private,,
Talbot/Bernard (Elderly) 202,Dorchester,02124,31,31,0,1,1,0,30,30,0,Rental - Senior,Private,Y,
Talbot/Bernard (Rental),Mattapan,02124,44,44,0,0,0,0,44,44,0,Rental,Private,,
Tate (VUP),Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Taurus Apts,Roxbury,02121,38,38,0,0,0,0,38,38,0,Rental,Private,,Y
Taurus at Fountain Hill,Roxbury,02119,73,73,0,0,0,0,73,73,0,Rental,Private,,Y
TDC III,South End,02118,94,94,0,32,32,0,62,62,0,Rental,Private,,
Tebroc Levant (HOME AGAIN),Dorchester,02124,5,1,4,0,0,0,5,1,4,Ownership/Rental,Private,,
Telford 180 (Formerly Charlesview Telford),Allston/Brighton,02135,85,0,85,79,0,79,6,0,6,Ownership,Private,,
Ten Most Wanted - 1,Roxbury,02121,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
Ten Most Wanted - 2,Mattapan,02126,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Ten Most Wanted - 3,Roxbury,02119,4,2,2,0,0,0,4,2,2,Ownership/Rental,Private,,
Ten Most Wanted - 4,Dorchester,02122,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Ten Most Wanted - 5,Roxbury,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Ten Most Wanted - 6,Roxbury,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Ten Most Wanted - 7,Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership,Private,,
Ten Most Wanted - 8,Charlestown,02129,1,0,1,0,0,0,1,0,1,Ownership,Private,,
Ten Most Wanted - 9,Roxbury,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Ten Most Wanted - 10,Roxbury,02125,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
Ten Most Wanted - 11,Roxbury,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Ten Most Wanted - 12,Roxbury,02125,1,0,1,0,0,0,1,0,1,Ownership,Private,,
Ten Most Wanted - 13,Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Ten Most Wanted - 14,Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Ten Most Wanted - 15,Roxbury,02125,1,0,1,0,0,0,1,0,1,Ownership,Private,,
Tent City,South End,02116,270,270,0,0,0,0,270,270,0,Rental,Private,,
Thane St Apts,Dorchester,02124,6,6,0,0,0,0,6,6,0,Rental,Private,,Y
The 1850 Condominium,South End,02118,87,0,87,76,0,76,11,0,11,Ownership,Private,,
The Aberdeen,Allston/Brighton,02125,40,0,40,35,0,35,5,0,5,Ownership,Private,,
The Anchorage,Charlestown,02129,112,112,0,89,89,0,23,23,0,Rental,Private,Y,
The Andi (South Bay Town Center Building C),Dorchester,02125,215,215,0,187,187,0,28,28,0,Rental,Private,,
The Beverly,Central,02114,239,239,0,0,0,0,239,239,0,Rental,Private,,
The Boulevard (110 Broad St),Central,02110,36,0,36,31,0,31,5,0,5,Ownership,Private,,
The Brownstones,South End,02116,35,35,0,28,28,0,7,7,0,Rental,Private,,
The Bryant (301 Columbus Ave),South End,02116,50,0,50,48,0,48,2,0,2,Ownership,Private,,
The Bulfinch,Jamaica Plain,02120,5,5,0,0,0,0,5,5,0,Ownership,Private,,
The Carillon,Fenway/Kenmore,02115,31,30,1,30,30,0,1,0,1,Ownership/Rental,Private,,
The Chester,South End,02118,17,17,0,7,7,0,10,10,0,Rental,Private,,Y
The Clarendon,Back Bay/Beacon Hill,02116,285,178,107,248,142,106,37,36,1,Ownership/Rental,Private,,
The Clarion,Roxbury,02121,39,39,0,7,7,0,32,32,0,Rental,Private,,
The Commons at Forest Hills,Jamaica Plain,02130,283,283,0,243,243,0,40,40,0,Rental,Private,,
The Dorchester,Mattapan,02126,47,47,0,0,0,0,47,47,0,Rental,Private,,Y
The Edge,Allston/Brighton,02134,79,79,0,69,69,0,10,10,0,Rental,Private,,
The Graphic (32 Cambridge St),Charlestown,02129,171,171,0,148,148,0,23,23,0,Rental,Private,,
The Harmon Apartments (Boston Home Group),Dorchester,02124,36,0,36,6,0,6,30,30,0,Rental,Private,,
The Harvey (480 Rutherford Ave/Hood),Charlestown,02129,177,177,0,154,154,0,23,23,0,Rental,Private,,
The Homes at Roxbury Crossing,Jamaica Plain,02120,22,0,22,0,0,0,22,0,22,Ownership,Private,,
The Lancaster/1501 Commonwealth Ave,Allston/Brighton,02134,55,0,55,37,0,37,18,0,18,Ownership,Private,,
The Macallen,South Boston,02127,144,0,144,124,0,124,20,0,20,Ownership,Private,,
The Melnea (Parcel 9/Residential),Roxbury,02119,50,50,0,43,43,0,7,7,0,Rental,Private,,
The Metropolitan,Central,02111,251,133,118,136,52,84,115,81,34,Ownership/Rental,Private,,Y
The Modern,South End,02118,62,0,62,53,0,53,9,0,9,Ownership,Private,,
The Mt Vernon,Allston/Brighton,02134,7,7,0,5,5,0,2,2,0,Rental,Private,,
The Nautica,Charlestown,02129,117,0,117,105,0,105,12,0,12,Ownership,Private,,
The Pierce,Fenway/Kenmore,02215,349,240,109,307,68,239,42,41,1,Ownership/Rental,Private,,
The Residences at 50 West Broadway,South Boston,02127,139,139,0,122,122,0,17,17,0,Rental,Private,,
The Residences At Forest Hills,Roslindale,02130,250,250,0,200,200,0,50,50,0,Rental,Private,,
The Residences at St. Augustine,South Boston,02127,29,0,29,25,0,25,4,0,4,Ownership,Private,,
The Residences on E at 205 E Street,South Boston,02127,34,0,34,30,0,30,4,0,4,Ownership,Private,,
The Seville Boston Harbor,East Boston,02128,66,0,66,58,0,58,8,0,8,Ownership,Private,,
The Stearns,Central,02111,140,140,0,1,1,0,139,139,0,Rental - Senior,Private,Y,Y
The Sudbury [Govt Center Garage Rental],Central,02114,368,368,0,305,305,0,63,63,0,Rental,Private,,
The Tremont,Jamaica Plain,02120,66,66,0,65,65,0,1,1,0,Rental,Private,,
Theroch,Roxbury,02121,222,222,0,31,31,0,191,191,0,Rental,Private,,Y
Thetford-Dyer Neighborhood Homes,Mattapan,02124,16,7,9,6,6,0,10,4,6,Ownership/Rental,Private,,
Torre Unidad (2-49),South End,02118,199,199,0,0,0,0,199,199,0,Rental - Senior,Public,Y,
Townhouses at Glenwood,Hyde Park,02136,19,0,19,17,0,17,2,0,2,Rental - Senior,Private,Y,
Townhouses at Neponset River,Hyde Park,02136,16,0,16,14,0,14,2,0,2,Ownership,Private,,
Treadmark,Dorchester,02124,83,51,32,28,0,28,55,51,4,Ownership/Rental,Private,,
Tremont Houses,South End,02118,23,23,0,0,0,0,23,23,0,Rental,Private,,
Trilogy Residential,Fenway/Kenmore,02215,534,534,0,475,475,0,59,59,0,Rental,Private,,
Trinity Neighborhood House,East Boston,02128,16,16,0,0,0,0,16,16,0,Rental - Homeless,Private,,
Trinity Terrace,Dorchester,02121,62,62,0,0,0,0,62,62,0,Rental,Private,,
Trolley House Condos,South Boston,02127,25,0,25,23,0,23,2,0,2,Ownership,Private,,
Troy Boston (275 Albany St),South End,02118,378,378,0,340,340,0,38,38,0,Rental,Private,,
Trull/Ware Homes,Dorchester,02125,4,1,3,0,0,0,4,1,3,Ownership/Rental,Private,,
Twenty at Luma,Roxbury,02121,20,0,20,0,0,0,20,0,20,Ownership,Private,,
UE Apartments,Roxbury,02130,82,82,0,0,0,0,82,82,0,Rental,Private,Y,
Ulin House,Allston/Brighton,02135,242,242,0,0,0,0,242,242,0,Rental - Senior,Private,Y,Y
Uphams Corner Market Residential and Elderhouse,Dorchester,02125,45,45,0,1,1,0,44,44,0,Rental,Private,,
Uphams Corner/Red Hazel Apts,Dorchester,02125,36,36,0,0,0,0,36,36,0,Rental,Private,,Y
Uphams West,Roxbury,02125,13,13,0,0,0,0,13,13,0,Rental,Private,,
Upton Street Lodging House,South End,02136,19,19,0,1,1,0,18,18,0,Rental,Private,,
Upton Street Lodging House Units,South Boston,02118,19,19,0,1,1,0,18,18,0,Rental,Private,,
Urbanica 691,South End,02118,40,0,40,38,0,38,2,0,2,Ownership,Private,,
Urbanica Highland Park (E+),Roxbury,02119,4,0,4,3,0,3,1,0,1,Ownership,Private,,
Uva Douglas Estates,Roxbury,02121,15,15,0,0,0,0,15,15,0,Rental,Private,,
Valenchuck (VUP),Dorchester,02122,2,2,0,0,0,0,2,2,0,Rental,Private,,
Van Ness Terrace,Roxbury,02119,50,50,0,0,0,0,50,50,0,Rental,Private,,
Vet Step Up,Roxbury,02121,10,10,0,0,0,0,10,10,0,Rental - SRO,Private,,
Veterans Studios at Brighton Marine,Allston/Brighton,02135,25,25,0,0,0,0,25,25,0,Rental,Private,,
VFW Parkway Condos,West Roxbury,02132,15,0,15,14,0,14,1,0,1,Ownership,Private,,
Victoria Apartments,South End,02118,190,190,0,0,0,0,190,190,0,Rental,Private,,Y
Victory Gardens Plaza,East Boston,02128,87,87,0,0,0,0,87,87,0,Rental - Senior,Private,Y,Y
Victory House,South End,02118,6,6,0,0,0,0,6,6,0,Rental,Private,,
Viet-AID,Dorchester,02122,6,6,0,0,0,0,6,6,0,Rental,Private,,
Villa Michelangelo,Central,02113,71,71,0,0,0,0,71,71,0,Rental - Senior,Private,Y,
Village At Cleary Square,Hyde Park,02136,59,0,59,53,0,53,6,0,6,Ownership,Private,,
Vines (VUP) CDFI,Dorchester,02121,2,2,0,0,0,0,2,2,0,Rental,Private,,
Viridian (1282 Boylston Street) ,Fenway/Kenmore,02215,350,350,0,312,312,0,38,38,0,Rental,Private,,
VITA (3521 Washington St/Phase 1 & 2),Jamaica Plain,02130,126,0,126,107,0,107,19,0,19,Ownership,Private,,
Viviendas Associates I,South End,02118,181,181,0,0,0,0,181,181,0,Rental,Private,,Y
Viviendas La Victoria II,South End,02118,190,190,0,0,0,0,190,190,0,Rental,Private,,
Wait Street,Jamaica Plain,02215,100,100,0,0,0,0,100,100,0,Rental,Private,Y,Y
Walker Park Apartments,Roxbury,02130,49,49,0,0,0,0,49,49,0,Rental,Private,,
Wallingford Housing,Allston/Brighton,02135,209,209,0,0,0,0,209,209,0,Rental - Senior,Private,Y,Y
Walnut Avenue Apartments (SPO),Jamaica Plain,02130,31,31,0,0,0,0,31,31,0,Rental - Homeless,Private,,
Walnut Community Housing,Roxbury,02119,37,37,0,3,3,0,34,34,0,Rental - Senior,Private,Y,
Walnut House/Rogerson,Roxbury,02119,37,37,0,0,0,0,37,37,0,Rental - Senior,Private,Y,
Walter Baker Lofts,Mattapan,02124,13,13,0,0,0,0,13,13,0,Rental - Artist,Private,,
Walter J. Martin Coop,South Boston,02127,34,34,0,0,0,0,34,34,0,Cooperative,Private,,
Wardman Apts,Roxbury,02119,88,88,0,0,0,0,88,88,0,Rental,Private,,Y
Wareham Lofts,South End,02118,28,0,28,25,0,25,3,0,3,Ownership,Private,,
Warren Avenue Apts,South End,02116,30,30,0,1,1,0,29,29,0,Rental,Private,,Y
Warren Gardens Coop,Roxbury,02119,228,228,0,0,0,0,228,228,0,Cooperative,Private,,Y
Warren Green Leasehold Condominiums,Charlestown,02129,17,0,17,15,0,15,2,0,2,Ownership,Private,,
Warren St Nursing Home,Roxbury,02121,9,9,0,0,0,0,9,9,0,Rental,Private,,
Washington Grove,West Roxbury,02132,24,0,24,21,0,21,3,0,3,Ownership/Rental,Private,,
"Washington Heights I, II",Roxbury,02119,175,175,0,0,0,0,175,175,0,Rental,Private,,Y
Washington Manor (2-44C),South End,02118,77,77,0,0,0,0,77,77,0,Rental - Senior,Public,Y,
Washington Mews,Dorchester,02124,20,20,0,0,0,0,20,20,0,Rental,Private,,
Washington Street (2-35),Allston/Brighton,02135,82,82,0,0,0,0,82,82,0,Rental - Senior,Public,Y,
Washington-Beech (2-13),Roslindale,02131,206,206,0,0,0,0,206,206,0,Rental,Public/Private,,Y
Waterford Place,South End,02118,40,40,0,14,14,0,26,26,0,Rental,Private,,
Watermark Seaport Apartments,South Boston,02210,346,346,0,301,301,0,45,45,0,Rental,Private,,
Waterside Place,South Boston,02210,236,236,0,231,231,0,5,5,0,Rental,Private,,
Waterstone at the Circle (375-399 Chestnut Hill Ave),Allston/Brighton,02135,92,92,0,80,80,0,12,12,0,Rental - Senior,Private,Y,
Waterview Apartments,South Boston,02127,49,49,0,0,0,0,49,49,0,Rental - Senior,Private,Y,Y
Watson (VUP),Dorchester,02124,2,2,0,0,0,0,2,2,0,Rental,Private,,
Waverly Abby - Bridge Over Troubled Waters,Allston/Brighton,02134,28,28,0,0,0,0,28,28,0,Rental - Homeless,Private,,
Waverly Homes II,Roxbury,02119,9,2,7,0,0,0,9,2,7,Ownership/Rental,Private,,
Wayland Street Homes,Roxbury,02125,6,0,6,0,0,0,6,0,6,Ownership,Private,,
Wayne Apartments,Roxbury,02119,74,74,0,0,0,0,74,74,0,Rental,Private,,Y
Wayne at Bicknell,Roxbury,02121,72,72,0,0,0,0,72,72,0,Rental,Private,,
Wayne at Blue Hill,Mattapan,02126,48,48,0,0,0,0,48,48,0,Rental,Private,,Y
Wayne at Columbia,Dorchester,02125,83,83,0,0,0,0,83,83,0,Rental,Private,,Y
Wayne at Franklin,Mattapan,02124,72,72,0,0,0,0,72,72,0,Rental,Private,,Y
Weld Park Apts,Roslindale,02131,14,14,0,0,0,0,14,14,0,Rental - Senior,Private,Y,Y
Wellington Hill Phase I,Mattapan,02126,23,9,14,0,0,0,23,9,14,Ownership/Rental,Private,,
Wellington Hill Phase II,Mattapan,02126,8,3,5,0,0,0,8,3,5,Ownership/Rental,Private,,
Welsh (VUP),Allston/Brighton,02135,1,1,0,0,0,0,1,1,0,Rental,Private,,
West Broadway/D St (200-1),South Boston,02127,484,484,0,0,0,0,484,484,0,Rental,Public,,
West Cottage St Condominiums,Roxbury,02125,4,0,4,0,0,0,4,0,4,Ownership,Private,,
West Fenway Apts,Fenway/Kenmore,02115,48,48,0,0,0,0,48,48,0,Rental,Private,,Y
West Fenway Elderly,South Boston,02118,5,5,0,0,0,0,5,5,0,Rental - Senior,Private,Y,
West Newton Street (2-58),South End,02118,149,149,0,0,0,0,149,149,0,Rental,Public,,
West Ninth Street (2-36),South Boston,02127,84,84,0,0,0,0,84,84,0,Rental - Senior,Public,Y,
West Roxbury Residences,West Roxbury,02132,4,4,0,0,0,0,4,4,0,Rental,Private,,
West Square,South Boston,02127,255,255,0,222,222,0,33,33,0,Rental,Private,,
Westland Avenue Apartments,Fenway/Kenmore,02115,96,96,0,35,35,0,61,61,0,Rental,Private,,Y
Westminster 21 (Urban Edge),Roxbury,02119,5,0,5,0,0,0,5,0,5,Ownership,Private,,
Westminster Court,Roxbury,02119,70,70,0,0,0,0,70,70,0,Rental,Private,,
Westminster Place,Roxbury,02119,34,34,0,0,0,0,34,34,0,Rental,Private,,
Whittier Place,Dorchester,02124,44,44,0,0,0,0,44,44,0,Rental,Private,,
Whittier Street (2-11),Roxbury,02120,292,292,0,55,55,0,237,237,0,Rental,Public/Private,,
Wilder Gardens,Roxbury,02121,61,61,0,51,51,0,10,10,0,Rental,Private,,Y
Wilkes Passage Loft Condominium,South End,02118,155,0,155,135,0,135,20,0,20,Ownership,Private,,
Williams (VUP),Roxbury,02119,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Willowwood|Hildreth NHI,Mattapan,02124,8,4,4,0,0,0,8,4,4,Ownership/Rental,Private,,
Wilshire Apartments,Roxbury,02121,29,29,0,0,0,0,29,29,0,Rental,Private,,Y
Winslow Court (including c.705 units),Roxbury,02119,24,5,19,0,0,0,24,5,19,Ownership/Rental,Private,,
Winston/Harwood,Mattapan,02124,10,0,10,0,0,0,10,0,10,Ownership,Public,,
Wood (VUP),Dorchester,02124,1,1,0,0,0,0,1,1,0,Rental,Private,,
Woodbourne Elderly Apts,Roslindale,02130,76,76,0,1,1,0,75,75,0,Rental - Senior,Private,Y,Y
Woodbury Cunard Building,East Boston,02128,17,17,0,0,0,0,17,17,0,Rental - Senior,Private,Y,
Woodledge/Granfield (Roslindale),Roslindale,02131,6,6,0,0,0,0,6,6,0,Rental,Private,,
Woodward Park - North - Home Again,Roxbury,02125,10,0,10,0,0,0,10,0,10,Ownership,Private,,
Woodward Park II - HOME AGAIN,Roxbury,02125,11,0,11,0,0,0,11,0,11,Ownership,Private,,
Worcester House,Back Bay/Beacon Hill,02116,16,16,0,0,0,0,16,16,0,Rental - SRO,Private,,
Worcester Square,South End,02118,31,31,0,0,0,0,31,31,0,Rental,Private,,
Wrentham St School,Jamaica Plain,02120,8,8,0,0,0,0,8,8,0,Rental,Private,,
YouthBuild Ruskindale Rd,Hyde Park,02136,1,0,1,0,0,0,1,0,1,Ownership,Private,,
YWCA Berkeley,South End,02116,208,208,0,168,168,0,40,40,0,Rental,Private,,
YWCA Boston Units,Back Bay/Beacon Hill,02116,115,115,0,36,36,0,79,79,0,Rental - Senior,Private,Y,
Zebra Condominium,South End,02118,10,7,3,7,7,0,3,0,3,Ownership/Rental,Private,,
