App Number,App Name,Status,Application Date,Issued Date,Location Description,Street Number,Street Name,Street Suffix,City,Zip Code,Start Date and Time,End Date and Time
PUB1652412,The haunting on arbroth Street,Closed,2024-09-13 16:06:30+00,,,26,Arbroth,ST,Dorchester,02122,2024-10-13,2024-10-13
PUB1652385,Corporate Event,Closed,2024-09-13 15:03:33+00,,,316 to 318,Northern,AV,Boston,02210,2024-10-15,2024-10-15
PUB1652224,Allston Brighton Parade & Party-in-the-Park,Closed,2024-09-12 21:25:13+00,2024-11-05 21:02:30+00,"The parade commences at 161 Brighton Avenue, Allston, MA then following Brighton Avenue westbound to Union Square, Allston.  At Union Square, Allston the parade continues along Cambridge Street westbound to Brighton Center, Brighton.  At Brighton Center the parade will continue down Washington Street westbound to Oak Square, Brighton, where the parade will terminate.",380,Faneuil,ST,Brighton,02135,2024-09-29,2024-09-29
PUB1652161,Boston fire drill Team,Closed,2024-09-12 18:38:11+00,2024-11-05 20:43:25+00,,1,City Hall,PZ,Boston,02114,2024-10-07,2024-10-07
PUB1651975,TEST,Open,2024-09-12 14:51:21+00,,atet t saetas sdgfsd fsdf sdfsdfsdf sdfsdf sdf sdf sdf sdfsd fd fsdf sdf fdgfd gfdg dfg df gdfg dfg fdg fdg dfg df sgdf gfdsgfdgdfg dfg,25,Pierpont,RD,Roxbury,02119,2024-09-13,2024-09-24
PUB1651936,TEST,Open,2024-09-12 14:00:30+00,,,1,City Hall,PZ,Boston,02114,2024-10-10,2024-10-24
PUB1651817,event name,Open,2024-09-12 00:25:20+00,,location,521,Ashmont,ST,Dorchester,02122,2024-09-11,2024-09-11
PUB1651797,Play It By Fear,Closed,2024-09-11 21:46:43+00,2024-11-05 20:29:09+00,The Rocks at Harbor Way (privately owned by WS Development).,43-61,Pier 4,BL,Boston,02210,2024-10-18,2024-10-18
PUB1651786,Jazz at the Farm,Closed,2024-09-11 21:01:49+00,2024-11-05 17:18:24+00,Norfolk and Hosmer Street ,487,Norfolk,ST,Mattapan,02126,2024-09-21,2024-09-21
PUB1651603,NBA OPENING NIGHT,Closed,2024-09-11 16:13:55+00,2024-11-05 20:12:58+00,BOSTON CITY HALL PLAZA,1,City Hall,PZ,Boston,02114,2024-10-22,2024-10-23
PUB1651586,Delle Ave Community Celebration ,Closed,2024-09-11 15:33:22+00,2024-11-05 17:20:09+00,Delle Ave. between Sewall st and Burney St.,37,Delle,AVE,Mission Hill,02120,2024-09-21,2024-09-21
PUB1651451,2nd Anniversary Event,Closed,2024-09-11 02:48:04+00,2024-11-05 20:39:10+00,"The Heritage Club, 116R Cambridge StreetCharlestown, MA 02129",116R,Cambridge,ST,Charlestown,02129,2024-10-12,2024-10-12
PUB1651413,Afro City Dear Summer,Closed,2024-09-10 21:44:59+00,2024-11-05 21:05:12+00,City Hall courtyard,1,City Hall,PZ,Boston,02114,2024-09-28,2024-09-28
PUB1651343,Massachusetts 250 Launch,Void,2024-09-10 19:00:29+00,,"24 Beacon Street - between Joy and Park Streets
",24,Beacon,ST,Boston,02108,2024-09-17,2024-09-17
PUB1651257,Seaport Spectacular,Closed,2024-09-10 17:55:52+00,2024-11-05 17:07:45+00,Harbor Way between Seaport Blvd. and Summer Street. Privately owned by WS Development. ,111,Seaport,BL,Boston,02210,2024-09-20,2024-09-20
PUB1651193,Faith & Blue,Closed,2024-09-10 16:04:11+00,2024-11-05 20:42:30+00,"""Fort Hill/Highland Park"" 
10 Fort Hill Ave
Boston, MA 02119 
",10,Fort,AVE,Roxbury,02119,2024-10-10,2024-10-10
PUB1651114,Fall Fun at Pappas Way,Closed,2024-09-10 15:21:59+00,2024-11-05 20:26:53+00,"Pappas Way Recreation Station, located along Pappas Way, across the street from 647B Summer Street.",647,Summer,ST,Boston,02210,2024-10-19,2024-10-19
PUB1651046,2024 St. John School Turkey Trot,Closed,2024-09-10 13:57:54+00,2024-11-05 19:16:20+00,"Street closure: Fleet Street, North Street, Moon Street and Garden Ct. 
",9,Moon,ST,Boston,02113,2024-11-24,2024-11-24
PUB1650938,Gardens for Charlestown Oktoberfest,Closed,2024-09-10 03:15:31+00,2024-11-05 21:05:39+00,499 Main Street - Gardens for Charlestown property,499,Main,ST,Charlestown,02129,2024-09-28,2024-09-28
PUB1650905,Walk for Health Equity,Closed,2024-09-09 22:54:03+00,,"Washington, Warren, Shawmut Ave, Charles, Boylston",200,High,ST,Boston,02110,2024-11-02,2024-11-02
PUB1650787,Wachusett St Block Party,Closed,2024-09-09 18:07:12+00,2024-11-05 21:27:30+00,Along Wachusett St along the Parkman Playground.,37,Wachusett,ST,Jamaica Plain,02130,2024-09-21,2024-09-21
PUB1650718,Doggone Halloween Dog Parade,Closed,2024-09-09 16:37:48+00,2024-11-05 20:02:46+00,Summer Street - between Hawley and Washington Street and Washington Street between Winter and Franklin Street. ,1,Summer,ST,Boston,02111,2024-10-26,2024-10-26
PUB1650612,5th Annual Deatrich Wise Block Party at Mattapan T,Closed,2024-09-09 14:24:28+00,2024-11-05 20:46:40+00,"Hazleton Street, Blue Hill Ave to Fottler Road",10,Hazleton,ST,Mattapan,02126,2024-10-05,2024-10-05
PUB1650477,2nd Annual Hyde Park Road Race,Open,2024-09-08 20:03:47+00,,"This race will run along Truman Pkwy from Fairmount Ave in Hyde Park to Aberdeen Rd on the far left lane of Truman Pkwy . It will then return along the walking path that is along the Neponset River Reservation.
11 Fairmount Ave (start) to Truman Hwy; Truman Hwy to Aberdeen Rd; turn from far left lane of Truman Pkwy onto the Neponset River Reservation walking path; Aberdeen Rd to Truman Hwy; Truman Hwy to 11 Fairmount Ave (end)",11,Fairmount,AV,Hyde Park,02136,2025-04-27,2025-04-27
PUB1650405,Terror on Temple,Closed,2024-09-07 01:07:30+00,2024-11-05 19:33:24+00,Temple terrace between Temple street and Perham street intersections. ,10,Temple,TE,West Roxbury,02132,2024-11-02,2024-11-02
PUB1650348,Massachusetts 250 Launch,Closed,2024-09-06 19:23:55+00,2024-11-05 17:05:49+00,"24 Beacon Street - between Joy and Bowdoin Streets
Park Street",24,Beacon,ST,Boston,02108,2024-09-17,2024-09-17
PUB1650186,Seaport Oysterfest,Closed,2024-09-06 15:22:46+00,2024-11-05 21:01:37+00,Cisco Brewers Seaport 85 Northern Ave Boston MA 02210,85,Northern,AV,Boston,02210,2024-09-29,2024-09-29
PUB1649999,Do Portugal Circus,Closed,2024-09-05 19:51:10+00,,"305 William F McClellan Hwy, East Boston, MA 02128",305,William F McClellan,HW,East Boston,02128,2024-11-08,2024-12-01
PUB1649578,IWC Schaffhausen Grand Opening,Closed,2024-09-04 20:13:20+00,2024-11-05 21:14:40+00, corner of Arlington and Newbury Sts,2,Newbury,ST,Boston,02116,2024-09-26,2024-09-26
PUB1649319,Opening Our Doors,Closed,2024-09-04 14:03:04+00,2024-11-05 20:34:49+00,Fenway Cultural District. ,234 to 238,Huntington,AV,Boston,02115,2024-10-14,2024-10-14
PUB1649287,Fall-o-ween,Closed,2024-09-04 13:33:37+00,2024-11-05 20:27:55+00,Boston Common on the Parade Ground.,38,Beacon,ST,Boston,02116,2024-10-18,2024-10-18
PUB1649186,Fall Fest,Closed,2024-09-04 00:31:48+00,2024-11-05 20:41:52+00,"12 Street, Jamaica Plain, MA 02130",12,South,ST,Jamaica Plain,02130,2024-10-10,2024-10-24
PUB1649145,Open Newbury St: Winter Stroll,Closed,2024-09-03 20:06:28+00,2024-11-05 16:34:11+00,Newbury St between Berkeley St and Mass Ave,67,Newbury,ST,Boston,02116,2024-12-01,2024-12-01
PUB1649124,Glow Night Event ,Closed,2024-09-03 19:36:31+00,2024-11-05 21:26:15+00,Just city hall Ave ,1,City Hall,PZ,Boston,02114,2024-09-22,2024-09-22
PUB1649081,Codman Academy Community Block Party,Closed,2024-09-03 18:38:52+00,2024-11-05 21:16:23+00,"Dr. Loesch Family Park, Wainwright st",20,Wainwright,ST,Dorchester,02124,2024-09-25,2024-09-25
PUB1649073,Caribbean Rum & Food Festival,Closed,2024-09-03 18:27:29+00,2024-11-05 17:01:16+00,"1234 Columbus Avenue, Roxbury community college parking lot",1234,Columbus,AV,Roxbury,02120,2024-09-14,2024-09-14
PUB1648961,Bay Village 52nd Annual Block Party ,Void,2024-09-03 16:34:30+00,,Melrose Street – between Church and Arlington Streets,34,Melrose,ST,Boston,02116,2024-09-19,2024-09-19
PUB1648672,St. Anthony's Feast,Open,2024-09-01 17:06:06+00,,See attached,203,Endicott,ST,Boston,02113,2025-08-27,2025-09-01
PUB1648609,Celebration of US,Closed,2024-08-30 19:42:21+00,2024-11-05 21:15:55+00,Shattuck St and Longwood Ave.,25,Shattuck,ST,Boston,02115,2024-09-25,2024-09-25
PUB1648591,MJH Block Party,Closed,2024-08-30 18:55:40+00,2024-11-05 17:11:24+00,"Warren place, Roxbury, MA",0,Warren,PL,Roxbury,02119,2024-09-21,2024-09-21
PUB1648419,Army Week 2024 ,Closed,2024-08-30 14:13:06+00,2024-11-05 15:59:03+00,"1 City Hall Plaza, Boston Common, Rose Kennedy Greenway ",1,City Hall,PZ,Boston,02114,2024-10-28,2024-11-01
PUB1648325,East Fenway Block Party,Closed,2024-08-30 00:11:26+00,2024-11-05 21:41:29+00,"The entire event takes place within the park, bounded by Norway Street, Edgerly Road, and Burbank Street",39,Edgerly,RD,Boston,02115,2024-09-04,2024-09-04
PUB1648174,Jazz Square Dedication,Closed,2024-08-29 18:03:04+00,2024-11-05 21:04:21+00,Columbus Ave and Mass Ave ,569 to 575,Columbus,AV,Roxbury,02118,2024-09-28,2024-09-28
PUB1648125,Mary Landucci,Closed,2024-08-29 16:43:06+00,,100 Hood Park,100,Hood Park,DR,Charlestown,02129,2024-10-12,2024-10-12
PUB1647936,De Nosotros NEON,Closed,2024-08-29 05:33:02+00,2024-11-05 17:04:22+00,LoPresti Park (33 Sumner St. East Boston),33,Sumner,ST,East Boston,02128,2024-09-16,2024-09-16
PUB1647932,Falun Gong Painting Exhibit,Closed,2024-08-29 02:28:52+00,2024-09-06 15:46:57+00,"139 Tremont St, Boston MA",138,Tremont,ST,Boston,02111,2024-10-05,2024-10-06
PUB1645860,Good Neighbor Day Story Share,Closed,2024-08-28 20:15:17+00,,City Hall Plaza,1,City Hall,PZ,Boston,02114,2024-09-28,2024-09-28
PUB1645469,Community Cookout and PBackpack Giveaway,Closed,2024-08-28 12:46:44+00,2024-11-05 16:41:45+00,!Jewish Veterans Drive,1,Franklin Park,RD,Jamaica Plain,02121,2024-08-31,2024-08-31
PUB1645175,Community Canvas Series,Closed,2024-08-27 16:14:52+00,2024-11-05 16:46:22+00,"The Owen Nawn Factory, 2080 Washington St, Boston, MA  
2080 Washington ST, Roxbury MA. 02119 
",2080,Washington,ST,Roxbury,02119,2024-09-07,2024-09-07
PUB1644919,12th Annual Trung Thu Festival,Closed,2024-08-27 00:35:12+00,2024-11-05 21:11:49+00,Town Field Park,1565,Dorchester,AV,Dorchester,02124,2024-09-28,2024-09-28
PUB1644842,Groundbreaking Ceremony for 1201 River Street,Closed,2024-08-26 19:47:41+00,2024-11-05 21:15:28+00,the event address is the library parking lot (25 Harvard Ave in Hyde Park) and parking is across the street at the municipal lot.,35,Harvard,AV,Hyde Park,02136,2024-09-26,2024-09-26
PUB1644688,Walmart Style Experience ,Closed,2024-08-26 17:11:36+00,2024-09-03 20:09:34+00,Sam Adam's Park ,1,Faneuil Hall,SQ,Boston,02109,2024-09-14,2024-09-14
PUB1644646,World Afrika Day,Closed,2024-08-26 16:23:17+00,2024-11-05 21:26:40+00,Summer Street - between Washington and Hawley.,1,Summer,ST,Boston,02111,2024-09-22,2024-09-22
PUB1644603,dragon fest,Open,2024-08-26 15:27:56+00,,city hall plaza,1,City Hall,PZ,Boston,02114,2025-05-02,2025-05-04
PUB1644571,Soccer and Solidarity,Closed,2024-08-26 14:58:00+00,2024-11-05 17:01:47+00,"56 Dunbar Avenue, Dorchester, MA 02124",56,Dunbar,AV,Dorchester,02124,2024-09-14,2024-09-14
PUB1644393,Bay Village 52nd Annual Block Party ,Closed,2024-08-25 16:25:19+00,2024-11-05 17:07:15+00,Melrose Street – between Church and Arlington Streets,34,Melrose,ST,Boston,02116,2024-09-19,2024-09-19
PUB1644035,New England Muslim Festival,Closed,2024-08-23 13:57:47+00,2024-11-05 20:52:29+00,1 Boston City Hall Plaza,1,City Hall,PZ,Boston,02114,2024-10-05,2024-10-05
PUB1643961,Middle Eastern Festival & Bazaar,Closed,2024-08-23 02:39:50+00,2024-09-06 15:01:17+00,Emmonsdale Rd,55,Emmonsdale,RD,West Roxbury,02132,2024-10-11,2024-10-13
PUB1643951,Barilla Pesto Pavilion,Closed,2024-08-22 23:23:48+00,2024-11-05 16:47:30+00,Courtyard,60,Seaport,BL,Boston,02210,2024-09-07,2024-09-08
PUB1643826,"Welles Crowther ""Red Bandanna"" 5K",Closed,2024-08-22 18:05:20+00,2024-11-05 20:25:59+00,"The Red Bandanna 5K will start on the Main Campus of Boston College.  Runners will exit the campus and turn right onto Commonwealth Avenue.  Runners will turn right onto Chestnut Hill Avenue to Cleveland Circle.  At Beacon Street runners will turn right heading back towards the campus.  Runners will then turn right onto College Road and proceed to the end of the street.  At Commonwealth Avenue, runners will turn right and a quick right back into the Main Gate to the campus and finish line.",2000,Commonwealth,AV,Brighton,02135,2024-10-19,2024-10-19
PUB1643757,RUFF North End Annual Fundraiser in the Park,Closed,2024-08-22 16:31:03+00,2024-11-05 21:14:00+00,Located between Prince and Snowhill streets,90,Prince,ST,Boston,02113,2024-09-26,2024-09-26
PUB1643752,Community Canvas Series,Closed,2024-08-22 16:20:17+00,2024-11-05 16:46:51+00,"City of Boston Municipal Lot #14., 882 Cummins Hwy, Mattapan, MA 02126",885,Cummins,HW,Mattapan,02126,2024-09-07,2024-09-07
PUB1643724,Cultural Celebration for Trinidad and Tobago 62nd ,Closed,2024-08-22 15:45:08+00,2024-11-05 21:43:29+00,1 City Hall Plaza ,1,City Hall,PZ,Boston,02114,2024-08-28,2024-08-28
PUB1643499,26th Annual Harvard Powwow,Closed,2024-08-22 06:23:24+00,2024-11-05 21:09:11+00,"McCurdy Outdoor Track, 145 N Harvard Street within PARCEL 95 N Harvard St. Allston, MA 02134. 

This property is managed by Harvard Athletics.",95,Harvard,ST,Allston,02134,2024-09-28,2024-09-28
PUB1643485,Holy Name Touch-a-Truck,Closed,2024-08-22 01:10:49+00,2024-11-05 20:26:26+00,Parking Lot at 535 West Roxbury Parkway.,535,West Roxbury,PW,West Roxbury,02132,2024-10-19,2024-10-19
PUB1643477,State of the School/POTQ,Closed,2024-08-21 23:31:04+00,2024-11-05 17:04:59+00,Longwood Ave & Shattuck St.,25,Shattuck,ST,Boston,02115,2024-09-17,2024-09-17
PUB1643474,Hinton Mixer,Closed,2024-08-21 23:13:06+00,2024-11-05 21:24:09+00,Longwood Ave & Shattuck St.,10,Shattuck,ST,Boston,02115,2024-09-23,2024-09-23
PUB1643472,Society Olympics,Closed,2024-08-21 22:58:51+00,2024-11-05 17:09:50+00,Longwood Ave & Shattuck St.,25,Shattuck,ST,Boston,02115,2024-09-21,2024-09-21
PUB1643452,Spill The Tea,Closed,2024-08-21 21:48:01+00,2024-11-05 21:16:46+00,Longwood Ave & Huntington Ave.,10,Shattuck,ST,Boston,02115,2024-09-24,2024-09-24
PUB1643440,HMS - HSPH Welcome Back Event,Closed,2024-08-21 20:59:04+00,2024-11-05 16:49:30+00,Longwood Ave & Huntington Ave.,10,Shattuck,ST,Boston,02115,2024-09-13,2024-09-13
PUB1643438,Back to School Bash Block Party  ,Closed,2024-08-21 20:51:03+00,2024-08-29 15:06:50+00,35 Intervale St PSC applied for ,93,Intervale,ST,Dorchester,02121,2024-08-31,2024-08-31
PUB1643432,HPM Fall Student Reception,Closed,2024-08-21 20:40:32+00,2024-11-05 16:43:38+00,Shattuck St. & Huntington Ave.,10,Shattuck,ST,Boston,02115,2024-09-05,2024-09-05
PUB1643429,Deployable Day ,Closed,2024-08-21 20:35:41+00,2024-11-05 21:12:50+00,Faneuil Hall,200,Faneuil Hall Marketplace,,Boston,02109,2024-09-27,2024-09-27
PUB1643410,ORMA Welcome Event,Closed,2024-08-21 20:14:07+00,2024-11-05 21:38:41+00,Longwood Ave & Shattuck St.,10,Shattuck,ST,Boston,02115,2024-09-12,2024-09-12
PUB1643273,GISB Fun Run,Closed,2024-08-21 17:19:46+00,2024-11-05 20:49:01+00,"R57 Holton Street, Telford Street, over the pedestrian bridge, along Charles River (direction Arsenal Street), Soldiers Field Road, Arsenal Street over the bridge, Greenough Blvd (from here on Watertown). 

Please note: 
We intend to utilize sidewalks so that we do not need street closures. Additionally, we will provide staff to assist participants in safely crossing streets. ",54 to 56,Holton,ST,Allston,02134,2024-10-05,2024-10-05
PUB1643268,Husky Global Fair,Closed,2024-08-21 17:15:46+00,2024-09-03 20:08:45+00,"30 Leon St, Boston, MA 02115",30,Leon,ST,Boston,02115,2024-09-08,2024-09-08
PUB1643195,Movement and art festival,Closed,2024-08-21 15:27:24+00,2024-09-06 15:49:02+00,Smith Playground at the amphitheater  ,235,Western,AV,Allston,02134,2024-10-04,2024-10-04
PUB1643017,MOAR and Friends 34th Recovery Month Celebration ,Closed,2024-08-21 12:17:19+00,2024-11-05 21:13:33+00,"We will walk on sidewalks from Parkman Bandstand to Park Street Station - cross Treemont - stay on Tremont toward Avery St- cross Boylston St, coross Stuart St - reach Shubert Theater - 265  Tremont St",139,Tremont,ST,Boston,02116,2024-09-26,2024-09-26
PUB1642973,Baraat -  Indian Wedding,Open,2024-08-21 01:45:38+00,,The procession will begin at the intersection of Columbus Ave (Legal seafood or Hertz Rental) and proceed towards the Boston Park Plaza Hotel.,79,Park,PZ,Boston,02116,2025-05-26,2025-05-26
PUB1642852,Taste of the Dominican Republic ,Closed,2024-08-20 19:07:48+00,,We are looking to do this event on Centre Street Jamaica plain. Please refer to out site map for specific details ,13,Centre,ST,Roxbury,02119,2024-09-15,2024-09-15
PUB1642847,Canal Street Concert Markets,Closed,2024-08-20 18:59:49+00,2024-11-05 21:12:20+00,Canal Street from Valenti Way & Causway St,48 to 54,Canal,ST,Boston,02114,2024-09-10,2024-09-10
PUB1642822,2024 Double Tenth Parade,Closed,2024-08-20 18:37:45+00,2024-11-05 20:52:04+00,"Parade starting point: From Hudson Street, Boston Chinatown Gateway and Beach Street; right to Washington Street; straight forward to Boston City Hall plaza for flag Raising ceremony.",70 to 72,Beach,ST,Boston,02111,2024-10-05,2024-10-05
PUB1642814,Fall Festival,Closed,2024-08-20 18:33:58+00,,Bradley Rosaceous Collection in the Arnold Arboretum,125,Arborway,,Jamaica Plain,02130,2024-10-19,2024-10-19
PUB1642611,Life Changing Church Community Gathering ,Closed,2024-08-20 15:38:24+00,2024-11-05 21:45:00+00,Willowwood Street from Harwood ST to Woodrow St,0,Willowwood,ST,Dorchester,02124,2024-08-24,2024-08-24
PUB1642587,Massachusetts Black Women Attorneys Swearing In,Closed,2024-08-20 15:19:00+00,2024-08-20 19:14:38+00,Civic Pavillion,5,Congress,ST,Boston,02108,2024-09-09,2024-09-09
PUB1642568,Latino Heritage Month Event ,Closed,2024-08-20 14:53:41+00,2024-11-05 17:06:46+00,1620 Tremont Street Mission Hill ,1620,Tremont,ST,Mission Hill,02120,2024-09-19,2024-09-19
PUB1642567,Fensfest,Closed,2024-08-20 14:53:20+00,2024-11-05 17:10:19+00,"The Meadow (main picnic area) of the Fenway Victory Gardens in the Back Bay Fens, which is managed by BPRD. No streets will need to be closed.",100,Park,DR,Boston,02115,2024-09-21,2024-09-21
PUB1642243,Week of Welcome Back to Boylston- Emerson College,Closed,2024-08-19 19:54:08+00,,Boston Commons - Boylston section,139,Tremont,ST,Boston,02116,2024-09-03,2024-09-03
PUB1641651,Canine Costume Parade,Closed,2024-08-16 21:10:23+00,2024-11-05 20:08:46+00,"Starting at 633 Centre St (First Baptist Church), down Centre St, and ending at 12 South Street (Loring Greenough House). ",12,South,ST,Jamaica Plain,02130,2024-10-26,2024-10-26
PUB1641635,South Street Youth Basketball Tournament,Closed,2024-08-16 20:32:12+00,2024-11-05 20:47:48+00,N/A,52,South,ST,Jamaica Plain,02130,2024-10-05,2024-10-05
PUB1641453,"Central Am,erica Independence Day Celebration",Void,2024-08-16 16:36:37+00,,Inside the Plaza (not on streets),1,City Hall,PZ,Boston,02114,2024-09-14,2024-09-14
PUB1641353,Caribbean Student Organization party,Closed,2024-08-16 14:55:54+00,2024-09-03 20:07:37+00,event will be on the West Village Quad,0,Tavern,RD,Boston,02115,2024-09-07,2024-09-07
PUB1641256,Dewey Square Mural Opening Celebration,Closed,2024-08-16 14:19:22+00,2024-11-05 17:06:19+00,Dewey Square,600,Atlantic,AV,Boston,02210,2024-09-19,2024-09-19
PUB1641249,New Edition Street Dedication Ceremony,Closed,2024-08-16 14:11:34+00,2024-11-05 21:40:06+00,Ambrose Street into Dearborn Street; Ambrose Street and Dubois Street to Ambrose Street and Albany Street; Dearborn Street and Eustis Street,906,Albany,ST,Roxbury,02119,2024-09-06,2024-09-07
PUB1641113,WHTA Unity Day,Open,2024-08-16 02:02:52+00,,220-224 Harold st  cross st: Ruthven st and Homestead st,220 to 224,Harold,ST,Dorchester,02121,2024-08-17,2024-08-17
PUB1640864,WHTA Unity Day,Closed,2024-08-15 17:05:48+00,2024-08-20 18:39:33+00,Harold st cross st Ruthven and Homestead st,220 to 224,Harold,ST,Dorchester,02121,2024-08-17,2024-08-17
PUB1640845,Jazz & Blues in SE Library Park,Closed,2024-08-15 16:39:30+00,2024-08-20 18:50:46+00,685 Tremont St,685,Tremont,ST,Roxbury,02118,2024-08-21,2024-08-21
PUB1640835,Un-Monument Speaker Series Series,Closed,2024-08-15 16:33:00+00,2024-09-09 13:37:40+00,"Location is directly in front of the Embrace @ Boston Common (see site map). There is no parade or procession.  The only street routh is within park (Boston Common) for vendors to fdeliver and remove stage/ PA, etc.",0,Boston Common, ,Boston,02108,2024-08-21,2024-08-21
PUB1640715,MJH Summer Block Party,Closed,2024-08-15 14:46:16+00,2024-08-20 19:35:22+00,Warren Place ,0,Warren,PL,Roxbury,02119,2024-08-30,2024-08-30
PUB1640433,GBLC Labor Day Breakfast 2024,Closed,2024-08-15 10:46:38+00,2024-11-05 21:41:57+00,Arlington Street from Park Plaza to Stuart and Columbus Ave from Church to Stuart. Stage at intersection on Stuart.,72,Arlington,ST,Boston,02116,2024-09-02,2024-09-02
PUB1640254,Concert for the City,Closed,2024-08-14 19:39:59+00,2024-11-05 17:09:11+00,The locations will be our privately-owned parking lots on Saint Stephen Street ,0,Saint Stephen,ST,Boston,02115,2024-09-21,2024-09-21
PUB1640177,MLCHC Blood Drive,Closed,2024-08-14 17:55:24+00,2024-08-21 13:48:46+00,N/A,1,Cambridge,ST,Boston,02114,2024-09-11,2024-09-11
