company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_business_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
"CAAN Fence, Inc.","Ornamental Steel and Aluminum Fence Installation, Chain Link Fence Installation, Driveway Gate Installation, Fence Installation, Fence Repair, Gate Installation, Gate Repair, Wood Guardrail, Vinyl Fence Installation, Wood Fence Installation, Wood Fence Repair, Wrought Iron Fence Installation, Wrought Iron Fence Repair, Ballard, Handrails, Dumpster Enclosure and Interior Enclosure.

Materials sales.",MWBE,,,Yes,Yes,"9 Weldon St, Dorchester, MA 02121",Dorchester,MA,02121,Carlene Lewis,,(781) 767-3596,(781) 767-6033,caanfenceinc@yahoo.com,http://www.caanfenceinc.com,Corporation,Yes,01/01/2012,11 - 20,"FG - Fencing, Guardrail Contractors",,,238990 - All Other Specialty Trade Contractors,,,72150000 - Specialized trade construction and maintenance services,72150000 - Specialized trade construction and maintenance services,72150000 - Specialized trade construction and maintenance services
Carroll Communications Group,"Digital Marketing, Social Media Marketing, Marketing Strategy, Lead Generation, Website Development, Media Planning and Buying.  ",MBE,SBE,,Yes,No,"P.O. Box 401, Milton, MA 2186",Milton,MA,2186,Marc Carroll,,(781) 248-2125,,mcarroll@carrollcommunications.net,carrollcommunications.net,Sole Proprietorship,No,01/01/2008,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,MK - Marketing,,541810 - Advertising Agencies,541830 - Media Buying Agencies,541613 - Marketing Consulting Services ,82100000 - Advertising,80140000 - Marketing and distribution,82140000 - Graphic design
"Casablanca Services, Inc.",Landscaping; fencing; irrigation; hardscaping; and snow removal,MBE,,,No,No,"4 Bennett Street, Everett, MA 02149",Everett,MA,02149,Yacine Ibrahimi,,(508) 271-5655,(508) 271-5655,casablancalandscaping@gmail.com,,Corporation,Yes,01/01/2011,Less than 10,LA - Landscaping Contractors,,,561730 - Landscaping Services,,,11110000 - Earth and stone,,
CBA Landscape Architects LLC,Landscape architectural design firm   ,WBE,,,Yes,Yes,"24 Thorndike Street, 4th Floor, Cambridge, MA 02141",Cambridge,MA,02141,Megan Tomkins,,(617) 945-9760,,megan@cbaland.com,www.cbaland.com,Sole Proprietorship,No,,Less than 10,"LD - Landscaping (Design, Architects)",,,541320 - Landscape Architectural Services,,,30120000 - Roads and landscape,,
"CDW Consultants, Inc.","Environmental Engineering, LSP Services, Environmental Assessment, Compliance, Permitting, Hazardous Materials Testing, Specifications, Civil Engineering, Wetlands, Stormwater, GIS, LEED AP, Resident Engineering",WBE,SBE,,Yes,Yes,"4 California Avenue, Suite 301, Framingham, MA 01701",Framingham,MA,01701,Kathleen Campbell,"Kathleen Campbell, President/CEO",(508) 875-2657,(508) 875-6617,nday@cdwconsultants.com,www.cdwconsultants.com,Corporation,No,01/01/1990,11 - 20,AE - Architects/Engineers,,,541330 - Engineering Services,541620 - Environmental Consulting Services,,81150000 - Earth science services,,
Central Electrical Specialty Corp.,Supply all commercial and industrial electrical materials   ,WBE,SBE,,Yes,No,"130 Ford Street, P.O. Box 7040, Brockton, MA 2303",Brockton,MA,2303,Kristin Stadelmann,Ms. Kristin Stadelmann,(508) 586-4000,(508) 580-2970,kristin@centralelectrical.com,,Corporation,Yes,01/01/1988,Less than 10,SU - Suppliers,,,444190 - Other Building Material Dealers ,"423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,39130000 - Electrical wire management devices and accessories and supplies,39120000 - Electrical equipment and components and supplies,26120000 - Electrical wire and cable and harness
"CERO Cooperative, Inc.",Organic Waste Collection; Organic Waste Hauling,MWBE,SLBE,,Yes,Yes,"PO Box 220231, Dorchester, MA 02122",Dorchester,MA,02122,Josefina Luna,,(617) 379-1234,,support@cero.coop,,Corporation,No,01/01/2013,Less than 10,TK - Trucking (Waste Disposal Commodities Transport),,,562111 - Solid Waste Collection ,,,11140000 - Scrap and waste materials,,
"Cheryl Richards, Inc.",Photographer   ,WBE,,,No,No,"20 Park Plaza, Boston, MA 02116",Boston,MA,02116,Cheryl Richards,Ms. Cheryl Richards,(617) 424-7760,,cheryl@cherylrichards.com,cherylrichards.com,Corporation,No,2003,Less than 10,PG - Photography,,,"541921 - Photography Studios, Portrait ",,,82130000 - Photographic services,,
"Choo & Company, Inc.","Architectural, engineering, and construction management services   ",MBE,,,No,No,"One Billings Road, Quincy, MA 02171",Quincy,MA,02171,Martine morrison,"Arthur Choo, Jr.",(617) 786-7727,(617) 786-7715,martine@choo-design.com,www.choo-design.com,Corporation,No,01/01/1993,11 - 20,AE - Architects/Engineers,"AS - Architectural Support Services, Surveying",,541310 - Architectural Services,,,81100000 - Professional engineering services,,
City Golf Boston,"Indoor golf training center, offering golf instruction, corporte events and retail merchandise ",,SLBE,,No,Yes,"167 Milk Street, Boston, MA 2108",Boston,MA,2108,Gary Parker,,(617) 357-4653,(617) 695-2549,info@citygolfboston.com,,Sole Proprietorship,No,,Less than 10,TA - Training (see also ED),"ED - Education (see also OS, TA)",RT - Retail Sales of Art & Framing,451110 - Sporting Goods Stores ,,,,,
"City Sealcoating, Inc.","Sealcoating contractors specializing in asphalt repairs, crack sealing, line striping, paving, sports surfaces, and pavement marking; catch basin repairs; snow plowing",MBE,,,Yes,No,"60 Island Street, Ste. 91, Lawrence, MA 01840",Lawrence,MA,01840,Keith Chaney,,(800) 383-8309,,office@citysealcoating.com,,Corporation,Yes,01/01/2010,11 - 20,PV - Paving Contractors,SN - Snow Removal/Plowing (see also TK),,238990 - All Other Specialty Trade Contractors,"237310 - Highway, Street, and Bridge Construction ",,30120000 - Roads and landscape,72140000 - Heavy construction services,22100000 - Heavy construction machinery and equipment
"Clark Construction Group, Ltd.",General contractor; structural steel fabricator and erection; misc. metal fabricator and installer of miscellaneous ornamental iron and light structural steel; installer of stainless steel railing systems,MBE,SLBE,,No,No,"92 Arlington Avenue, Charlestown, MA 02129",Charlestown,MA,02129,Oscar Clark,Mr. Oscar Clark,(617) 241-7990,,clarkconstrgroup@aol.com,,Corporation,Yes,01/01/1992,Less than 10,"FB - Fabricators (Metals, Plastics)",GC - General Contractors,,236220 - Commercial and Institutional Building Construction ,332312 - Fabricated Structural Metal Manufacturing ,332999 - All Other Miscellaneous Fabricated Metal Product Manufacturing ,30130000 - Structural building products,,
"Cleary Consultants, Inc.",Full service executive search and staffing firm--administrative finance and all office support personnel   ,WBE,SLBE,,Yes,Yes,"21 Merchants Row, Boston, MA 02109",Boston,MA,02109,Mary Cleary,,(617) 367-7189,(617) 367-3202,mc@clearyconsultants.com,www.clearyconsultants.com,Corporation,No,01/01/1981,Less than 10,"EM - Employement (see also OS, TR)","OS - Office Services (Clerical Support, Employment, Court Reporting, Typing, etc., see also EM)",COG - Consultants: Human Resources,561311 - Employment Placement Agencies ,561320 - Temporary Help Services,561312 - Executive Search Services ,80160000 - Business administration services,80110000 - Human resources services,81100000 - Professional engineering services
Coastal Construction and Management Company,Interior drywall/gypsum; construction cleaning; janitorial services   ,MBE,SLBE,,Yes,Yes,"11 Rexford Street, Mattapan, MA 02126",Mattapan,MA,02126,Lucner Charles,Lucner Charles-Owner,(617) 990-6507,(617) 990-6507,coastallcharles@yahoo.com,wwwccomanagement.com,Corporation,Yes,01/01/2006,Less than 10,"PL - Plastering, Drywall Contractors","JA - Janitorial Services/Supplies (see also MA, RS)",CA - Carpentry,238310 - Drywall and Insulation Contractors ,238390 - Other Building Finishing Contractors,561720 - Janitorial Services ,72110000 - Residential building construction services,72100000 - Building and facility maintenance and repair services,72120000 - Nonresidential building construction services
Coastal Marine Construction LLC,"Marine construction company:  heavy civil/marine construction for public and private sector clients, including pile driving, marine demolition, dock and pier rehabilitation and construction, sheet pile driving, marine salvage, earth support and emergency    ",WBE,SBE,,Yes,Yes,"960 Turnpike Street, Suite 1C, Canton, MA 2021",Canton,MA,2021,Seana Kelley,,(339) 502-8667,(339) 502-8669,seana@coastalmc.net,,Limited Liability Company,Yes,01/01/2013,41 - 100,"MR - Marine Contractors: Diving Services, Underwater Repair/Welding",,,237990 - Other Heavy and Civil Engineering Construction ,237110 - Water and Sewer Line and Related Structures Construction ,,,,
"Common Sense Environmental, Inc.","Licensed Site Professional (LSP) Services, asbestos inspection, Planned and Emergency Environmental Assessment, Phase I, Phase II,  Asbestos Inspection, Subsurface Investigation, Storage Tank Closure,  Direct Oversight and Mgt of Emergency Responses to Spills of Oil/Hazardous Materials, Third Party Review of Assessment and Remediation Approach and Costs, waste water license, Planning, Design and Implementation of Site Remediation,  Remediation System Operation, Maintenance, and Optimization, Spill Prevention Control and Countermeasure (SPCC) Plans, Storm water Pollution Prevention (SWPP) Plans, Tier II Audits and Submittals, Permitting, RCRA Compliance and Waste Inventories, and RCRA Employee Training, Environmental Sampling, Preparation of Pre-Demolition Plans, tank removal oversite, Water Sampling for Compliance with NPDES, RGP, SWPP Permits/Regulations, Sampling for Waste Characterization, Profiling, and Disposal, Groundwater and Drinking Water Sampling and Indoor Air and Soil Gas Sampling, and Vapor Intrusion Evaluation ",WBE,SBE,,Yes,Yes,"38 Elm Street, New Bedford, MA 02740",New Bedford,MA,02740,Cynthia Gilchrest,Cynthia Gilchrest,(508) 858-5606,(508) 858-5508,cynthia@commonsenseenv.com,www.CommonSenseEnv.com,Corporation,No,03/15/1999,Less than 10,"EN - Environmental Consultants ( Planning, Soil Boring, Hazardous Waste Treatment, etc.)",AB - Asbestos Control,AE - Architects/Engineers,541620 - Environmental Consulting Services,541330 - Engineering Services,"541990 - All Other Professional, Scientific, and Technical Services",81100000 - Professional engineering services,77100000 - Environmental management,77130000 - Pollutants tracking and monitoring and rehabilitation services
"Communication Via Design, Ltd.","Digital marketing, website and graphic design services   ",WBE,,,No,No,"23 Drydock Avenue, 7th Floor, Boston, MA 02210",Boston,MA,02210,Victoria Adjami,Ms. Victoria Adjami,(617) 204-9500,(617) 204-9520,vicki@cviad.com,www.cviad.com,Corporation,No,01/01/1993,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,MK - Marketing,DI - Direct Mail Services,541430 - Graphic Design Services,541490 - Other Specialized Design Services,541613 - Marketing Consulting Services ,82100000 - Advertising,80140000 - Marketing and distribution,82140000 - Graphic design
"Community Caring Clinic, LLC",Behavioral health services,MBE,,,Yes,Yes,"55 Warren Street, Boston, MA 02119",Boston,MA,02119,Mohamed Abdullahi,,617-541829,(617) 541-5880,mohamedcommunitycaringclinic@gmail.com,https://www.communitycaringclinic.org/,Limited Liability Company,No,01/01/2017,11 - 20,"COH - Consultants: Health, Psychological",,,"621112 - Offices of Physicians, Mental Health Specialists ",,,85100000 - Comprehensive health services,,
"Consulting Diversified, Inc.",Property management services; real estate development; staff training and related services   ,MBE,SLBE,,No,No,"15 Parker Street, Hyde Park, MA 2136",Hyde Park,MA,2136,Rodney DeLeaver,,(617) 851-5479,(617) 361-2765,rdeleavercdi@aol.com,,Corporation,No,01/01/1996,Less than 10,COM - Consultants: Management,"RE - Real Estate (Development, Management, Sales and Appraisals)",HO - Housing Advocacy,531311 - Residential Property Managers ,,,,,
"Conventures, Inc.",Public relations; communications; special events; event planning; meeting planners; marketing; management; graphic design services,WBE,SLBE,,Yes,Yes,"88 Black Falcon Avenue, Suite 202, Boston, MA 02210",Boston,MA,02210,Dusty Rhodes,"SUSAN P RHODES, PRESIDENT AND FOUNDER",(617) 204-4204,(617) 391-3204,drhodes@conventures.com,www.conventures.com,Corporation,No,01/01/1977,21 - 40,COP - Consultants: Public Relations,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,MK - Marketing,"711320 - Promoters of Performing Arts, Sports, and Similar Events without Facilities ",561920 - Convention and Trade Show Organizers,541430 - Graphic Design Services,80140000 - Marketing and distribution,82140000 - Graphic design,90150000 - Entertainment services
Corinthian Events,Meeting and Event Planning ,WBE,,,Yes,Yes,"115 Kingston Street, 4th Floor, Boston, MA 02111",Boston,MA,02111,Jill Tate,"Jill Tate, Co-CEO",(617) 450-0600,,jamie@corinthianevents.com,https://www.corinthianevents.com/,Limited Liability Company (LLC),No,2000,21 - 40,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,561920 - Convention and Trade Show Organizers,,,90110000 - Hotels and lodging and meeting facilities,,
"Crosby Schlessinger and Smallridge, LLC",Landscape architecture and urban planning/design,WBE,,,Yes,Yes,"67 Batterymarch Street, Suite 200, Boston, MA 2110",Boston,MA,2110,Carole Schlessinger,,(617) 399-7000,,cschlessinger@cssboston.com,,Partnership,No,01/01/2003,20-Nov,"LD - Landscaping (Design, Architects)",COB - Consultants: City Planning,,541320 - Landscape Architectural Services,,,,,
"Cross Country Painting Company, Inc.",Painting contractor:  residential and commercial,MBE,SLBE,,Yes,Yes,"101 Nightingale Street, Dorchester, MA 02124",Dorchester,MA,02124,Emanuel Hutcherson,,(617) 980-2430,(617) 740-9484,e@ccpcoinc.com,,Corporation,Yes,01/01/2005,Less than 10,PA - Painting and Papering Contractors,PA - Painting and Papering Contractors,PA - Painting and Papering Contractors,238320 - Painting and Wall Covering Contractors,238320 - Painting and Wall Covering Contractors,238320 - Painting and Wall Covering Contractors,31210000 - Paints and primers and finishes,,
"Daily General Counsel, PLLC",Legal Services; Business Consulting   ,WBE,,,No,Yes,"12 Stedman Street, Unit 1, Brookline, MA 2446",Brookline,MA,2446,Jan Glassman,Ms. Jan Glassman,(800) 296-7681,,jan.glassman@dailygc.com,,Limited Liability Company (LLC),No,01/01/2012,Less than 10,AT - Attorneys,,,541110 - Offices of Lawyers,541199 - All Other Legal Services ,,80120000 - Legal services,,
"DavisKelly, LLC",Accounting firm,WBE,,,Yes,Yes,"4238 Washington Street, Suite 307, Boston, MA 2131",Boston,MA,2131,Nancy Kelly,,(857) 383-9363,,nancy@daviskellycpas.com,,Limited Liability Company,No,01/01/2001,Less than 10,AA - Accountants,,,541211 - Offices of Certified Public Accountants ,,,,,
"Day Health Strategies, LLC",Consulting services on design and implementation of healthcare reform programs   ,WBE,SBE,,Yes,No,"324 Broadway, Somerville, MA 2145",Somerville,MA,2145,Rosemarie Day,,(617) 666-0040,,rosemarie@dayhealthstrategies.com,,Corporation,No,01/01/2012,Less than 10,"COH - Consultants: Health, Psychological",,,"541990 - All Other Professional, Scientific, and Technical Services",,,,,
"DCR, Inc.",Masonry Contractor   ,WBE,SBE,,No,No,"6 B Street, Burlington, MA 01803",Burlington,MA,01803,Carla Salvucci,"Carla Salvucci, President",(781) 229-6543,(781) 272-1585,csalvucci@dcr-masonry.com,,Corporation,Yes,01/01/1999,Less than 10,CM - Concrete & Masonry Contractors,,,238140 - Masonry Contractors ,,,30190000 - Construction and maintenance support equipment,,
