Project_Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8
x Dunlap Street,Dorchester,02124,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Dunreath St (RDP),Roxbury,02119,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x E Eagle Street (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x E Fifth Street,South Boston,02127,19,0,19,17,0,17,2,0,2,Ownership,Private,,
x E Second St,South Boston,02127,16,0,16,14,0,14,2,0,2,Ownership,Private,,
x E Third St,South Boston,02127,18,0,18,16,0,16,2,0,2,Ownership,Private,,
x East Broadway,South Boston,02127,18,18,0,16,16,0,2,2,0,Rental,Private,,
x East Brookline,South End,02118,6,0,6,5,0,5,1,0,1,Ownership,Private,,
x East First,South Boston,02127,28,0,28,24,0,24,4,0,4,Ownership,Private,,
x East Second,South Boston,02127,20,20,0,17,17,0,3,3,0,Rental,Private,,
x East Second Street,South Boston,02127,13,12,1,12,0,12,1,0,1,Ownership/Rental,Private,,
x East Springfield St,South End,02118,5,5,0,0,0,0,5,5,0,Rental,Private,,Y
x East Third St,South Boston,02127,18,0,18,16,0,16,2,0,2,Ownership,Private,,
x Elizabeth St,Mattapan,02126,6,6,0,0,0,0,6,6,0,Rental,Private,,
x Ellington St,Dorchester,02121,6,6,0,0,0,0,6,6,0,Cooperative,Private,,
x Elwyn Road (REO),Dorchester,02124,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Emerson Street,South Boston,02127,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Esmond Street,Dorchester,02121,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
x Eustis Street,Roxbury,02119,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Eutaw St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Evans Street: Perry,Dorchester,02124,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Everett St,East Boston,02128,19,0,19,17,0,17,2,0,2,Ownership,Private,,
x Fairland St (Lee VUP),Roxbury,02119,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
x Fairmount Ave,Hyde Park,02136,10,0,10,9,0,9,1,0,1,Ownership,Private,,
x Falcon St (AOP),East Boston,02128,2,2,0,0,0,0,2,2,0,Rental,Private,,
x Fisher Ave,Mission Hill,02120,15,15,0,13,13,0,2,2,0,Rental,Private,,
x Fort Avenue,Roxbury,02119,13,13,0,0,0,0,13,13,0,Rental,Private,,
x Fottler (REMS Land),Mattapan,02126,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Gardner Street (Condo),West Roxbury,02132,18,0,18,16,0,16,2,0,2,Ownership,Private,,
x Gaston (RDP),Roxbury,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Gladstone St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Glendon St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Glenway St,Dorchester,02121,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Glenway Street,Dorchester,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Glenway Street (1-4),Dorchester,02121,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Gordon Avenue,Hyde Park,02136,2,0,2,0,0,0,2,0,2,Ownership,Private,,
x Green Street,Jamaica Plain,02130,21,0,21,18,0,18,3,0,3,Ownership,Private,,
x Greenbrier St (BuildHome),Dorchester,02124,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
x Greenwich Park*,South End,02118,5,5,0,0,0,0,5,5,0,Rental,Private,,
x H Street,South Boston,02127,11,0,11,10,0,10,1,0,1,Ownership,Private,,
x Hancock,Dorchester,02125,36,36,0,15,15,0,21,21,0,Rental,Private,,
x Hancock (AOP),Dorchester,02125,37,37,0,0,0,0,37,37,0,Rental,Private,,
x Hanover St,North End,02113,16,16,0,15,15,0,1,1,0,Rental,Private,,
x Harold Street,Roxbury,02119,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Harrison Ave,South End,02118,585,585,0,527,527,0,58,58,0,Rental,Private,,
x Harrison Ave Condos,South End,02118,39,0,39,36,0,36,3,0,3,Ownership,Private,,
x Harrison Avenue,South End,02118,4,0,4,3,0,3,1,0,1,Ownership/Rental,Private,,
x Harvard Street,Dorchester,02124,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Hawthorne Pl,West End,02114,480,0,480,479,0,479,1,0,1,Ownership/Rental,Private,,
x Hawthorne Street,Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Hemenway,Fenway,02115,15,15,0,0,0,0,15,15,0,Rental,Private,,
x Hemenway Coop,Fenway,02115,24,24,0,11,11,0,13,13,0,Cooperative,Private,,
x Hendry St (REO),Dorchester,02122,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Hichborn St,Brighton,02135,23,0,23,20,0,20,3,3,0,Rental,Private,,
x Highland St E+,Roxbury,02119,4,0,4,3,0,3,1,0,1,Ownership,Private,,
x Highland Street,Roxbury,02119,5,0,5,4,0,4,1,0,1,Ownership,Private,,
x Holborn Terrace,Roxbury,02121,8,8,0,0,0,0,8,8,0,Rental,Private,,
x Hollander Street,Roxbury,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Homes Ave Development,Dorchester,02122,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Hosmer St (Lee VUP),Mattapan,02126,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
x House (SPO),Dorchester,02122,12,12,0,0,0,0,12,12,0,Rental,Private,,
x Howard Ave,Roxbury,02125,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Huckins St,Roxbury,02119,4,4,0,0,0,0,4,4,0,Cooperative,Private,,
x Hudson St (AOP),Chinatown,02111,4,0,4,0,0,0,4,0,4,Ownership,Private,,
x Humboldt Avenue,Roxbury,02121,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Humboldt Avenue-202,Roxbury,02121,12,12,0,0,0,0,12,12,0,Rental,Private,?,
x Humphreys Place (AOP),Dorchester,02125,6,6,0,0,0,0,6,6,0,Rental,Private,,
x Huntington Avenue,Mission Hill,02120,37,37,0,0,0,0,37,37,0,Rental,Private,,
x Hutchings Street,Roxbury,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Hyde Park Ave,Roslindale,02131,8,0,8,0,0,0,8,0,8,Ownership,Private,,
x Hyde Park Avenue,Roslindale,02136,2,2,0,0,0,0,2,2,0,Rental,Private,,
x Intervale St (RDP),Roxbury,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Itasca Street,Mattapan,02126,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Juniper Street,Roxbury,02119,4,3,1,1,1,0,3,2,1,Ownership/Rental,Private,,
x Kingsdale St,Dorchester,02124,3,1,2,1,0,1,2,1,1,Ownership/Rental,Private,,
x L Street,South Boston,02127,30,30,0,26,26,0,4,4,0,Rental,Private,,
x LaGrange Street,Central,02116,167,0,167,145,0,145,22,0,22,Ownership,Private,,
x Landor Road,Mattapan,02126,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Lawnwood Place Project,Charlestown,02129,9,0,9,5,0,5,4,0,4,Ownership,Private,,
x Lawrence Avenue,Dorchester,02121,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Leighton Rd Foreclosed Home Sale,Hyde Park,02136,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Leo Birmingham Parkway,Allston/Brighton,02135,49,0,49,43,0,43,6,0,6,Ownership,Private,,
x Leroy St (AOP),Dorchester,02122,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Levant St,Dorchester,02122,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Lexington Ave (AOP),Hyde Park,02136,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Lexington St (1-4 Program),East Boston,02128,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Lexington/92-94 Putnam (1-4),East Boston,02128,4,0,4,0,0,0,4,0,4,Ownership,Private,,
x Leyden St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Liverpool St,East Boston,02128,23,23,0,20,20,0,3,3,0,Rental,Private,,
x Lorne Street,Dorchester,02124,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Magnolia St,Dorchester,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Magnolia St (RDP),Dorchester,02125,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Mallon Road,Dorchester,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Malvern St,Allston,02134,48,48,0,42,42,0,6,6,0,Rental,Private,,
x Manor St (RDP),Dorchester,02122,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Marion Place,East Boston,02128,1,0,1,0,0,0,1,1,0,Ownership,Private,,
x Marion St,East Boston,02128,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Market St,Brighton,02135,29,0,29,25,0,25,4,0,4,Ownership,Private,,
x Market Street,Brighton,02135,39,39,0,34,34,0,5,5,0,Rental,Private,,
x Mass. Ave. (BCLT),Roxbury,02118,18,18,0,0,0,0,18,18,0,Rental,Private,,
x Massachusetts Ave,Dorchester,02125,40,40,0,35,35,0,5,5,0,Rental,Private,,
x Massachusetts Avenue,South End,02118,10,0,10,8,0,8,2,0,2,Ownership,Private,,
x Maverick St,East Boston,02128,37,0,37,32,0,32,5,0,5,Ownership,Private,,
x Maverick St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Maywood Street,Roxbury,02119,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
x McBride St,Jamaica Plain,02130,11,11,0,10,10,0,1,1,0,Rental,Private,,
x Medford St,Charlestown,02129,3,0,3,0,0,0,3,0,3,Ownership,Private,,
x Metropolitan Ave,Hyde Park,02136,6,6,0,0,0,0,6,6,0,Rental,Private,,
x Milton Street,Dorchester,02124,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Minden St,Jamaica Plain,02130,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Minden Street,Jamaica Plain,02130,2,2,0,0,0,0,2,2,0,Rental,Private,,
x Miner Street,Fenway,02215,49,49,0,43,43,0,6,6,0,Rental,Private,,
x Monsignor Way,Dorchester,02124,6,6,0,0,0,0,6,6,0,Rental,Private,,
x Morris Street (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Morse Street,Dorchester,02121,6,6,0,0,0,0,6,6,0,Rental,Private,,
x Mount Everett NHI,Dorchester,02125,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Mountfort St,Fenway,02215,37,37,0,33,33,0,4,4,0,Rental,Private,,
x Mt. Pleasant Ave SRO,Roxbury,02119,20,20,0,0,0,0,20,20,0,Rental,Private,,
x Mt. Pleasant Avenue,Roxbury,02119,8,8,0,0,0,0,8,8,0,Rental,Private,,
x Murray Ave,Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Murray Ave (1-4),Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x N Beacon,Allston,02134,30,30,0,26,26,0,4,4,0,Rental,Private,,
x N Beacon St (Condo Phase),Brighton,02135,9,0,9,8,0,8,1,0,1,Ownership,Private,,
x N Beacon St (Rental Phase),Allston,02134,72,72,0,63,63,0,9,9,0,Rental,Private,,
x N Beacon St Mixed Use Development,Allston,02134,20,20,0,17,17,0,3,3,0,Rental,Private,,
x Nelson Street,Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Neponset Ave,Dorchester,02122,22,22,0,19,19,0,3,3,0,Rental,Private,,
x Neponset Valley PW (AOP),Hyde Park,02136,12,12,0,0,0,0,12,12,0,Rental,Private,,
x Newbury - Virgin Records,Back Bay,02115,54,0,54,49,0,49,5,0,5,Ownership,Private,,
x Nightingale Street,Dorchester,02124,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Norfolk Street (RDP),Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x North Ave/YouthBuild,Roxbury,02119,1,1,0,0,0,0,1,1,0,Rental,Private,,
x North Margin St,Central,02113,23,23,0,0,0,0,23,23,0,Rental - Elderly,Private,Y,
x Northampton Apts,Roxbury,02118,9,9,0,0,0,0,9,9,0,Rental,Private,,
x Norwell St - YouthBuild,Dorchester,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Norwell Street (REO/Private Acquisition),Dorchester,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Oak Street (AOP),Chinatown,02111,3,0,3,0,0,0,3,0,3,Ownership,Private,,
x Old Colony,South Boston,02127,24,0,24,21,0,21,3,0,3,Ownership,Private,,
x Old Colony Ave,South Boston,02127,49,49,0,41,41,0,8,8,0,Rental,Private,,
x Orleans Street,East Boston,02128,14,0,14,12,0,12,2,0,2,Ownership,Private,,
x Otisfield St (BuildHome),Roxbury,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Page St (James VUP),Dorchester,02121,2,2,0,0,0,0,2,2,0,Rental,Private,,
x Park Drive,Fenway,02215,21,0,21,18,0,18,3,0,3,Ownership,Private,,
x Park St,Dorchester,02122,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Park St Lodging House,Dorchester,02122,16,16,0,0,0,0,16,16,0,Rental,Private,,
x Park St/YouthBuild,Dorchester,02124,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Parker Hill Ave,Mission Hill,02120,40,40,0,34,34,0,6,6,0,Rental,Private,,
x Peacevale Rd,Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Peterborough,Fenway,02215,20,20,0,17,17,0,3,3,0,Rental,Private,,
x Peterborough Street,Fenway,02215,11,11,0,10,10,0,1,1,0,Rental,Private,,
x Pier 4,South Boston Waterfront,02110,369,369,0,337,337,0,32,32,0,Rental,Private,,
x Pleasant St,Dorchester,02125,17,0,17,15,0,15,2,0,2,Ownership,Private,,
x Prescott Street,East Boston,02128,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Prince St Catholic Church Property,North End,02113,57,0,57,51,0,51,6,0,6,Ownership,Private,,
x Princeton St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Princeton Street (1-4),East Boston,02128,3,0,3,0,0,0,3,0,3,Ownership,Private,,
x Puritan Ave,Dorchester,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Putnam St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Quincy St (REO),Roxbury,02125,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Quincy Street,Dorchester,02122,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
x Quincy Street (1-4),Roxbury,02121,3,0,3,0,0,0,3,0,3,Ownership,Private,,
x Ridgewood St. (REO),Dorchester,02122,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Rill St (BuildHome),Dorchester,02125,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
x River St,Hyde Park,02136,32,32,0,28,28,0,4,4,0,Rental,Private,,
x River St (AOP),Mattapan,02126,27,27,0,0,0,0,27,27,0,Rental,Private,,
x River Street,Mattapan,02126,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Robert Street,Roslindale,02131,14,14,0,13,13,0,1,1,0,Rental,Private,,
x Rockland Avenue,Roxbury,02119,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Rockwell Street,Dorchester,02124,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Rosebery Road,Hyde Park,02136,2,0,2,0,0,0,2,0,2,Ownership,Private,,
x Rowe Street (AOP),Roslindale,02131,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Roxbury St,Roxbury,02119,11,11,0,9,9,0,2,2,0,Rental,Private,,
x Ruggles Assisted Living,Roxbury,02119,43,43,0,0,0,0,43,43,0,Rental,Private,Y,
x Ruskindale Road,Hyde Park,02136,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Rutherford Ave,Charlestown,02129,22,0,22,19,0,19,3,0,3,Ownership,Private,,
x Saratoga St,East Boston,02128,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Saratoga St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Savin Hill Ave,Dorchester,02125,14,14,0,13,13,0,1,1,0,Rental,Private,,
x Savin Street,Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Schuyler St (BuildHome),Roxbury,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Seaver Street,Dorchester,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Selden St,Dorchester,02124,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Selden St (BuildHome),Dorchester,02124,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
x Shetland St,Roxbury,02119,57,57,0,50,50,0,7,7,0,Rental,Private,,
x South Huntington,Mission Hill,02116,38,38,0,33,33,0,5,5,0,Rental,Private,,
x Southern Ave (Johnson VUP),Dorchester,02124,1,1,0,0,0,0,1,1,0,Rental,Private,,
x Spencer St (RDP),Dorchester,02124,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Spencer Street,Dorchester,02124,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
x Spring Street,West Roxbury,02132,11,11,0,10,10,0,1,1,0,Rental,Private,,
x St Alphonsus St,Mission Hill,02120,115,115,0,100,100,0,15,15,0,Rental,Private,,
x St Andrew Rd (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x St. Andrew Rd (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Stanwood St,Dorchester,02121,12,12,0,10,10,0,2,2,0,Rental,Private,,
x Stedman St,Jamaica Plain,02130,21,21,0,17,17,0,4,4,0,Rental,Private,,
x Stillman St. Conodminium,North End,02113,28,0,28,25,0,25,3,0,3,Ownership,Private,,
x Stonley,Jamaica Plain,02130,28,28,0,23,23,0,5,5,0,Rental,Private,,
x Stoughton Neighborhood Homes,Dorchester,02125,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Stratton Street,Dorchester,02124,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Summit Aveue,Brighton,02135,15,0,15,14,0,14,1,0,1,Ownership,Private,,
x Sumner Street,East Boston,02128,34,34,0,29,29,0,5,5,0,Rental,Private,,
x Sumner Street [Clippership Wharf Offsite Affd],East Boston,02128,30,0,30,16,0,16,14,0,14,Ownership,Public,,
x SUSSEX (RDP),Roxbury,02120,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Sussex Street (RDP),Roxbury,02120,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Taber St,Roxbury,02119,45,0,45,39,0,39,6,0,6,Ownership,Private,,
x Tafthill Park,Roslindale,02131,19,0,19,17,0,17,2,0,2,Ownership,Private,,
x Talbot Ave,Dorchester,02124,14,14,0,0,0,0,14,14,0,Rental,Private,,
x Talbot Ave (REO),Dorchester,02124,4,3,1,0,0,0,4,3,1,Ownership/Rental,Private,,
x Talbot Avenue,Dorchester,02124,7,7,0,0,0,0,7,7,0,Rental,Private,,
x Tennis Road,Mattapan,02126,12,12,0,0,0,0,12,12,0,Rental,Private,,
x Toledo Terrace,Dorchester,02122,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Tonawanda St (Johnson VUP),Dorchester,02124,1,1,0,0,0,0,1,1,0,Rental,Private,,
x Topliff St (REO),Dorchester,02122,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
x Tremlett Street,Dorchester,02124,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
x Tremont,South End,02118,4,4,0,3,3,0,1,1,0,Rental,Private,,
x Tremont St,South End,02118,7,7,0,0,0,0,7,7,0,Rental,Private,,
x Tremont Street,Mission Hill,02120,18,18,0,16,16,0,2,2,0,Rental,Private,,
x Tremont Street Apartments,Brighton,02135,62,62,0,54,54,0,8,8,0,Rental,Private,,
x Truman Parkway,Hyde Park,02136,46,46,0,40,40,0,6,6,0,Rental,Private,,
x Union Ave,Jamaica Plain,02130,59,59,0,0,0,0,59,59,0,Rental,Private,,
x Verrill St & x 0-x 4 Ballou Ave,Dorchester,02124,18,18,0,0,0,0,18,18,0,Rental,Private,,
x W Broadway,South Boston,02127,42,0,42,37,0,37,5,0,5,Ownership,Private,,
x W Broadway [Seaport Square Block M Offsite],South Boston,02127,16,16,0,0,0,0,16,16,0,Rental,Private,,
x W Fifth St,South Boston,02127,50,50,0,41,41,0,9,9,0,Rental,Private,,
x W Newton St,South End,02118,28,28,0,1,1,0,27,27,0,Rental,Private,,
x W Park St (AOP),Dorchester,02124,3,3,0,0,0,0,3,3,0,Rental,Private,,
x W Second,South Boston,02127,29,0,29,25,0,25,4,0,4,Ownership,Private,,
x W Second St,South Boston,02127,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Walk Hill St (Johnson VUP),Mattapan,02126,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
x Walley St,East Boston,02128,38,0,38,33,0,33,5,0,5,Ownership,Private,,
x Ward St,South Boston,02127,14,14,0,12,12,0,2,2,0,Rental,Private,,
x Wareham,South End,02118,18,0,18,16,0,16,2,0,2,Ownership,Private,,
x Warren St. Lodging,Roxbury,02121,21,21,0,0,0,0,21,21,0,Rental,Private,,
x Warren Street (1-4),Roxbury,02119,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Warren Supportive Housing Phase 1 - Acquisition,Roxbury,02121,10,10,0,0,0,0,10,10,0,Rental,Private,,
x Washington,West Roxbury,02132,46,46,0,40,40,0,6,6,0,Rental,Private,,
x Washington (Archer/Bonell),Roxbury,02119,12,12,0,11,11,0,1,1,0,Rental,Private,,
x Washington [Belvidere/Dalton East Offsites],Roxbury,02119,16,0,16,9,0,9,7,0,7,Ownership,Private,,
x Washington St,South End,02118,15,15,0,,0,0,15,15,0,Rental,public,,
x Washington St (AOP),Roslindale,02131,26,26,0,0,0,0,26,26,0,Rental,Private,,
x Washington St AB&W Cooperative Building,Dorchester,02121,24,24,0,0,0,0,24,24,0,Rental,Private,,
x Washington St Lodging,Dorchester,02124,10,10,0,0,0,0,10,10,0,Rental,Private,,
x Washington Street,Roslindale,02131,28,0,28,27,0,27,1,0,1,Ownership,Private,,
x Washington Street Project,West Roxbury,02132,20,0,20,17,0,17,3,0,3,Ownership,Private,,
x Waverly Street,Roxbury,02119,8,8,0,0,0,0,8,8,0,Rental,Private,,
x Wayland St. Dorchester - COB,Roxbury,02125,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
"x Wellesley Park, #1",Dorchester,02124,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
x Wenhan St (RDP),Jamaica Plain,02130,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Wentworth St (BuildHome),Dorchester,02124,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
x West 7th St (BRA acq),South Boston,02127,15,0,15,0,0,0,15,0,15,Ownership,Private,,
x West 7th Street,South Boston,02127,25,0,25,24,0,24,1,0,1,Ownership,Private,,
x West Broadway,South Boston,02127,49,0,49,43,0,43,6,0,6,Ownership,Private,,
x West Second St Condos,South Boston,02127,15,0,15,13,0,13,2,0,2,Ownership,Private,,
x West Walnut Pk.,Jamaica Plain,02119,1,0,1,0,0,0,1,0,1,Ownership,Private,,
x Western Ave,Brighton,02135,132,132,0,115,115,0,17,17,0,Rental,Private,,
x Westland Avenue,Fenway,02115,20,20,0,18,18,0,2,2,0,Rental,Private,,
x Westminister Ave,Roxbury,02119,4,0,4,0,0,0,4,0,4,Ownership,Private,,
x Westminster (AOP),Hyde Park,02136,6,6,0,0,0,0,6,6,0,Rental,Private,,
x Westmore Rd (BuildHome),Mattapan,02126,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,
x Wheatland Avenue,Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Wildwood Street,Dorchester,02124,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Willow Court,Dorchester,02125,14,0,14,12,0,12,2,0,2,Ownership,Private,,
x Winston Rd,Dorchester,02126,6,6,0,0,0,0,6,6,0,Rental,Private,,
x Woodbine (REO),Roxbury,02119,2,0,2,0,0,0,2,0,2,Ownership,Private,,
x Woodbine Street,Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Woodrow Ave (James VUP),Dorchester,02124,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
x Woodville,Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
x Woodward St (AOP),South Boston,02127,15,15,0,0,0,0,15,15,0,Rental,Private,,
x Wordsworth St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
x Wrentham (AOP),Dorchester,02124,12,12,0,0,0,0,12,12,0,Rental,Private,,
x x Harrishof St,Roxbury,02121,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
x Zeigler Street,Roxbury,02119,8,8,0,0,0,0,8,8,0,Rental,Private,,
xx A Street,South Boston,02127,23,0,23,20,0,20,3,0,3,Ownership,Private,,
xx Albany St,South End,02118,180,180,0,156,156,0,24,24,0,Rental,Private,,
xx B Street,South Boston,02127,32,0,32,28,0,28,4,0,4,Ownership,Private,,
xx Blue Hill Ave,Roxbury,02119,2,2,0,0,0,0,2,2,0,Rental,Private,,
xx Bowdoin St,Dorchester,02124,2,2,0,0,0,0,2,2,0,Rental,Public,,
xx Chaucer St (AOP),East Boston,02128,2,2,0,0,0,0,2,2,0,Rental,Private,,
xx Chelsea St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
xx Coleman Street,Dorchester,02125,1,0,1,0,0,0,1,0,1,Ownership,Private,,
xx Condor St,East Boston,02128,12,0,12,10,0,10,2,0,2,Ownership,Private,,
xx Cummins Highway,Mattapan,02126,16,16,0,0,0,0,16,16,0,Rental,Private,,
xx Dorchester Ave,Dorchester,02124,6,6,0,0,0,0,6,6,0,Rental,Private,,
xx Dorchester St,South Boston,02127,30,0,30,26,0,26,4,0,4,Ownership,Private,,
xx Eustis Street,Roxbury,02119,14,14,0,0,0,0,14,14,0,Rental,Private,,
xx Everett St,East Boston,02128,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,
xx Gladstone St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,
xx Green St,Jamaica Plain,02130,23,23,0,19,19,0,4,4,0,Rental,Private,,
xx Harrison Ave,South End,02118,84,0,84,34,0,34,50,0,50,Ownership,Private,,
xx Huckins St,Roxbury,02119,4,4,0,0,0,0,4,4,0,Cooperative,Private,,
xx L Street,South Boston,02127,13,0,13,11,0,11,2,0,2,Ownership,Private,,
xx Lexington St (1-4 Program),East Boston,02128,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
xx Magnolia St,Dorchester,02125,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
xx Marion St,East Boston,02128,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
xx Market St,Brighton,02135,17,17,0,15,15,0,2,2,0,Rental,Private,,
